"","guide_title","guide_no","page_no","country","state","category","authors","date_created","year_publisehd","language","Category","Countries"
"786","Varzea [Floodplain] common plants",18,2,"Ecuador, Peru, Colombia, Brazil, Bolivia","","Plants, Other (Plants)","Robin B. Foster, Tyana Wachter, Margaret R. Metz","",1999,"English","Plants","Bolivia"
"787","Understory conspicuous plants",17,2,"Colombia, Ecuador, Peru, Brazil, Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Margaret R. Metz, Tyana Wachter","",1999,"English","Plants","Bolivia"
"788","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Bolivia"
"789","Amazon - Birds subject to illegal traffic in the Bolivian Amazon",815,2,"Bolivia","","Animals, Birds","Vincent A. Vos","April, 2017",2017,"English","Birds","Bolivia"
"790","Ant Birds of Peru and Bolivia",256,16,"Peru, Bolivia","","Animals, Birds","Joseph A. Tobias","",2009,"English","Birds","Bolivia"
"791","Pando - The family Cerambycidae of Tahuamanu Biological Station",1051,5,"Bolivia","Pando","Animals, Insects","Antonio Rodriguez Torrez, Lilian V. De Amorim Maciel","July, 2018",2018,"English","Insects","Bolivia"
"792","Pando -- Fish",402,34,"Bolivia","","Animals, Fishes","Victor Hugo Garcia Cabrera, Hailin Calderón Vaca","",2006,"English","Fishes","Bolivia"
"793","Pando -- Commercial Fish with key",401,56,"Bolivia","","Animals, Fishes","Victor Hugo Garcia Cabrera, Hailin Calderón Vaca","",2006,"English","Fishes","Bolivia"
"794","Epiphytic and Lithophytic Fern and Lycophyte Genera of Belize",1005,12,"Belize","","Plants","Sally M. Chambers, Bruce K. Holst, Ella Baron, David Amaya, Marvin Paredes","April, 2018",2018,"English","Plants","Belize"
"795","Smooth-leaved Bromeliaceae of Belize (excluding Tillandsia)",1004,6,"Belize","","Plants","Bruce K. Holst , David Amaya, Ella Baron, Marvin Paredes, Elma Kay","May, 2018",2018,"English","Plants","Belize"
"796","Spiny Bromeliaceae of Belize",969,6,"Belize","","Plants","Bruce K. Holst, David Amaya, Ella Baron, Marvin Paredes, Elma Kay","November, 2017",2017,"English","Plants","Belize"
"797","Tillandsia (Bromeliaceae) of Belize",964,10,"Belize","","Plants","Bruce K. Holst, David Amaya, Ella Baron, Marvin Paredes, Elma Kay","November, 2017",2017,"English","Plants","Belize"
"798","Gesneriaceae of Belize",950,4,"Belize","","Plants","Bruce K. Holst, David Amaya, Ella Baron, Marvin Paredes, Elma Kay","April, 2018",2018,"English","Plants","Belize"
"799","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Belize"
"800","Common Palms of Belize",404,8,"Belize","","Plants, Trees, Shrubs and treelets","Samuel Bridgewater, Nancy C. Garwood, Steven Brewer","",2007,"English","Plants","Belize"
"801","Palms-Chamaedorea of Belize",195,4,"Belize","","Shrubs and treelets, Trees, Plants, Plants","Nancy C. Garwood, Samuel Bridgewater","",2005,"English","Plants","Belize"
"802","Cayo District -- Las Cuevas Roadside plants",33,3,"Belize","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Caroline Whitefoord, Nancy C. Garwood, Nick Brokaw, Robin B. Foster, Sandra Knapp","",1999,"English","Plants","Belize"
"803","Cayo District -- Las Cuevas Climbers & Epiphytes",32,2,"Belize","","Plants, Climbers, Epiphytes","Caroline Whitefoord, Nancy C. Garwood, Robin B. Foster, Nick Brokaw","",1999,"English","Plants","Belize"
"804","Cayo District -- Las Cuevas Understory",31,2,"Belize","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Caroline Whitefoord, Nancy C. Garwood, Robin B. Foster, Nick Brokaw, Denis Adams","",1999,"English","Plants","Belize"
"805","Cayo District -- Las Cuevas Trees",30,4,"Belize","","Plants, Trees","Nick Brokaw, Robin B. Foster, Nancy C. Garwood, Caroline Whitefoord","",1999,"English","Plants","Belize"
"806","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Belize"
"807","Biodiversity in the Rupununi, Part I",974,6,"Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018",2018,"English","Plants","Guyana"
"808","South America -- Species of the Tetramerium Lineage (Acanthaceae)",509,4,"Colombia, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador, Venezuela","","Plants, Terrestrial herbs, Climbers, Epiphytes","Ana Luiza Andrade Côrtes","April, 2013",2013,"English","Plants","Guyana"
"809","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Guyana"
"810","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Guyana"
"811","Biodiversity in the Rupununi, Part I",974,6,"Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018",2018,"English","Birds","Guyana"
"812","Biodiversity in the Rupununi, Part I",974,6,"Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018",2018,"English","Mammals","Guyana"
"813","Biodiversity in the Rupununi, Part I",974,6,"Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018",2018,"English","Insects","Guyana"
"814","Biodiversity in the Rupununi, Part I",974,6,"Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018",2018,"English","Fishes","Guyana"
"815","Biodiversity in the Rupununi, Part I",974,6,"Guyana","","Animals, Amphibians, Birds, Crustaceans, Fishes, Insects, Mammals, Reptiles, Plants","Andrew M. Snyder , Lesley de Souza","January, 2018",2018,"English","Herp","Guyana"
"816","Jujuy - Plants of Nevado Chañi ",955,3,"Argentina","Jujuy","Plants","Christian A. Zanotti","October, 2017",2017,"English","Plants","Argentina"
"817","Morona Santiago -  Conspicuous Plants of the Sardinayacu Lagoons",952,4,"Argentina","Morona Santiago","Plants","Gonzalo Domínguez, Edison Rea, Nicolás Zapata, Francisco Tobar, Washington Santillán, Katya Romoleroux, Daniela Cevallos, Álvaro J. Pérez","October, 2017",2017,"English","Plants","Argentina"
"818","Pantropical - Tree Ferns of Andean Peru, Bolivia and Argentina",867,19,"Argentina, Bolivia, Peru","","Plants","Adrian Tejedor, Gloria Calatayud","March, 2017",2017,"English","Plants","Argentina"
"819","Andes Region - Tigridieae (Iridaceae)",746,5,"Argentina, Bolivia, Ecuador, Peru","","Plants","Hibert Huaylla Limachi","January, 2017",2017,"English","Plants","Argentina"
"820","Wild Fruits from Northwest Argentina - Subtribe Potentillineae",615,5,"Argentina","","Plants, Fruits, Terrestrial herbs, Useful plants","Luque, AC., Debes, MA, Arias, ME. ","",2014,"English","Plants","Argentina"
"821","Patagonia--Somuncura-Plants",199,4,"Argentina","","Plants, Terrestrial herbs","Héctor Troiani, Adriana Bartoli","",2006,"English","Plants","Argentina"
"822","Corrientes - Birds of Campus Deodoro Roca",965,5,"Argentina","Corrientes","Animals, Birds","Romina A. Mauriño, Mario L. Chatellenaz, Juan Manuel Fernández, María L. Thomann","April, 2018",2018,"English","Birds","Argentina"
"823","Corrientes Province -  Medium and Large Mammals",947,2,"Argentina","Corrientes Province","Animals, Mammals","Marlene Zaracho, Mario L. Chatellenaz, María G. Villordo, Alejandro G. Azcarate, José L. Anchetti, Marcelo Rolón","October, 2017",2017,"English","Mammals","Argentina"
"824","Illinois - Seed Heads of Common Native Plants of the Tallgrass Prairie Region",919,6,"USA","Illinois","Plants, Seeds","Izabella Redlinski","October, 2017",2017,"English","Plants","USA"
"825","Tennessee - Plants of Dean's Woods Wildflower Garden",912,2,"USA","Tenesse","Plants","Benjamin J. Crain, Ed E. Schilling","May, 2017",2017,"English","Plants","USA"
"826","Indiana - Plants of the Dune and Swale Restoration Project",882,1,"USA","Illinois","Plants","Laura Milkert","May, 2017",2017,"English","Plants","USA"
"827","Illinois - Creating monarch habitat in your Midwestern garden",878,2,"USA","Illinois","Insects, Plants","Iza Redlinski","March, 2017",2017,"English","Plants","USA"
"828","Illinois - Common Mosses and Liverworts of Chicago Region",865,6,"USA","Illinois","Plants, Other (Plants)","Kalman Strauss, Jerry Jenkins, Gary Merrill, Charles DeLavoi, Juan Larraín, Laura Briscoe , Matt von Konrat","February, 2017",2017,"English","Plants","USA"
"829","Illinois - ArcelorMittal Riverdale Prairie Reconstruction",832,1,"USA","Illinois","Plants","Iza Redlinski , Laura Milkert","February, 2017",2017,"English","Plants","USA"
"830","Illinois - Rice Foundation Native Gardens",831,1,"USA","","Plants","Laura Milkert, Iza Redlinski","January, 2017",2017,"English","Plants","USA"
"831","Illinois - Calumet Botanical Heritage",821,1,"USA","","Plants","","November, 2016",2016,"English","Plants","USA"
"832","Illinois - Find Thismia: A quick guide to help you rediscover Thismia americana",801,2,"USA","","Plants","Nigel Pitman, Cassandra Kelsey","August, 2016",2016,"English","Plants","USA"
"833","Illinois -- Spring Flora of the Southern Illinois Region ",617,4,"USA","","Plants, Terrestrial herbs","Volunteer Stewardship Network","",2014,"English","Plants","USA"
"834","Illinois -- Burnham Wildlife Corridor ",599,5,"USA","","Animals, Birds, Insects, Mammals, Plants, Terrestrial herbs, Trees","Rebecca Collings,  Mario Longoni, John Balaban","September, 2015",2015,"English","Plants","USA"
"835","Illinois -- Kankakee County - Common Species of Pembroke Township",578,4,"USA","","Animals, Amphibians, Birds, Insects, Reptiles, Plants, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Erika Hasle, Rebecca Collings, Kim Roman","December, 2014",2014,"English","Plants","USA"
"836","Illinois - Woodland Spring Flora",575,4,"USA","Illinois","Plants","Jane Balaban, John Balaban","October, 2017",2017,"English","Plants","USA"
"837","Illinois -- Ravine and Bluff Vegetation of the Chicago Region",552,8,"USA","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs, Trees","Rachel Goad, Kristina Geiger, Dan Fink, Susanne Masi","",2013,"English","Plants","USA"
"838","Illinois - Pennsylvanian Age Fossils of Mazon Creek Region",534,5,"USA","","Plants, Other (Plants)","Jack Wittry, Ian Glasspool","December, 2013",2013,"English","Plants","USA"
"839","Illinois -- Woodland Spring Flora of the Chicago Region",513,4,"USA","","Plants, Terrestrial herbs, Shrubs and treelets","R. Collings, J. Balaban","",2013,"English","Plants","USA"
"840","Illinois -- Asters of the Chicago Wilderness Region",505,4,"USA","","Plants, Terrestrial herbs, Shrubs and treelets","John Balaban, Rebecca Collings","",2013,"English","Plants","USA"
"841","Illinois -- Common Plant Families of the Chicago Region ",503,29,"USA","Illinois","Plants, Climbers, Shrubs and treelets, Terrestrial herbs, Trees","Kathleen Garness, John Balaban, Rebecca Schillo Collings","",2012,"English","Plants","USA"
"842","Illinois -- Common Oaks of the Chicago Region",500,4,"USA","","Plants, Trees","Kathryn Stiver Corio, Rebecca Schillo Collings","March, 2015",2012,"English","Plants","USA"
"843","Common Goldenrods of the Chicago Region",389,3,"USA","","Plants, Climbers, Epiphytes, Terrestrial herbs","Rebecca Scillo","",2011,"English","Plants","USA"
"844","Illinois -- Shrubs of the Chicago Region",385,14,"USA","","Plants, Shrubs and treelets","Volunteer Stewardship Network, Chicago Wilderness","",2008,"English","Plants","USA"
"845","Illinois -- Sedges (Carex) of the Chicago Region",384,8,"USA","","Plants, Terrestrial herbs","Volunteer Stewardship Network, Chicago Wilderness","",2007,"English","Plants","USA"
"846","Illinois - Warblers of the Chicago Region ",999,3,"USA","Illinois","Animals, Birds","Maureen Marsh, Cathy Walz","March, 2018",2018,"English","Birds","USA"
"847","Illinois - Common Sparrows of Chicago",881,2,"USA","Illinois","Animals, Birds","Mark Vaughan","March, 2017",2017,"English","Birds","USA"
"848","Illinois - Common Winter Birds of Chicago",723,3,"USA","","Animals, Birds","Josh Engel (Organizer)","June, 2016",2016,"English","Birds","USA"
"849","Illinois - Common Species of Chicago Park District Natural Areas - Prairies and Savannas",721,5,"USA","","Birds, Insects, Mammals, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Rebecca Collings, Mario Longoni, Jason Steger,  Byron Tsang","November, 2015",2015,"English","Birds","USA"
"850","Illinois -- Burnham Wildlife Corridor ",599,5,"USA","","Animals, Birds, Insects, Mammals, Plants, Terrestrial herbs, Trees","Rebecca Collings,  Mario Longoni, John Balaban","September, 2015",2015,"English","Birds","USA"
"851","Illinois - Common Summer Birds of Chicago",593,3,"USA","","Animals, Birds","Josh Engel","June, 2015",2015,"English","Birds","USA"
"852","Illinois -- Kankakee County - Common Species of Pembroke Township",578,4,"USA","","Animals, Amphibians, Birds, Insects, Reptiles, Plants, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Erika Hasle, Rebecca Collings, Kim Roman","December, 2014",2014,"English","Birds","USA"
"853","Illinois - Common Species of Chicago Park District Natural Areas - Prairies and Savannas",721,5,"USA","","Birds, Insects, Mammals, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Rebecca Collings, Mario Longoni, Jason Steger,  Byron Tsang","November, 2015",2015,"English","Mammals","USA"
"854","Illinois -- Burnham Wildlife Corridor ",599,5,"USA","","Animals, Birds, Insects, Mammals, Plants, Terrestrial herbs, Trees","Rebecca Collings,  Mario Longoni, John Balaban","September, 2015",2015,"English","Mammals","USA"
"855","California - Empire Cave's Rare Creatures",927,1,"USA","California","Animals, Insects","Darko D. Cotoras, Alex S. Jones","September, 2017",2017,"English","Insects","USA"
"856","Illinois - Creating monarch habitat in your Midwestern garden",878,2,"USA","Illinois","Insects, Plants","Iza Redlinski","March, 2017",2017,"English","Insects","USA"
"857","Illinois - Common Species of Chicago Park District Natural Areas - Prairies and Savannas",721,5,"USA","","Birds, Insects, Mammals, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Rebecca Collings, Mario Longoni, Jason Steger,  Byron Tsang","November, 2015",2015,"English","Insects","USA"
"858","California -- Butterflies of the Robert J. Bernard Biological Field Station - live photos",664,5,"USA","","Animals, Insects","Nancy Hamlett","February, 2015",2015,"English","Insects","USA"
"859","Illinois -- Burnham Wildlife Corridor ",599,5,"USA","","Animals, Birds, Insects, Mammals, Plants, Terrestrial herbs, Trees","Rebecca Collings,  Mario Longoni, John Balaban","September, 2015",2015,"English","Insects","USA"
"860","Illinois -- Common Butterflies of the Chicago Region - Specimen and Live Photos",586,7,"USA","","Animals, Insects","Cassie Kelsey, Jim Boone","February, 2015",2015,"English","Insects","USA"
"861","Illinois -- Kankakee County - Common Species of Pembroke Township",578,4,"USA","","Animals, Amphibians, Birds, Insects, Reptiles, Plants, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Erika Hasle, Rebecca Collings, Kim Roman","December, 2014",2014,"English","Insects","USA"
"862","Illinois -- Common Butterflies of the Chicago Region - Live Photos",533,5,"USA","","Animals, Insects","Rebecca Collings, John Balaban","July, 2013",2013,"English","Insects","USA"
"863","Illinois -- Damselflies of Chicagoland",388,135,"USA","","Animals, Insects","Marla Garrison","",2011,"English","Insects","USA"
"864","Illinois -- A Selection of Aquatic Macroinvertebrates ",381,6,"USA","","Animals, Crustaceans, Insects, Other invertebrates","Illinois RiverWatch Taxa Categories","",2012,"English","Insects","USA"
"865","Illinois -- Common Dragonflies and Damselflies ",380,4,"USA","","Animals, Insects","Volunteer Stewardship Network, Chicago Wilderness","",2006,"English","Insects","USA"
"866","Illinois -- Chicago Lakefront Fishes",387,2,"USA","","Animals, Fishes","Philip Willink","",2010,"English","Fishes","USA"
"867","Illinois - Common Crayfishes of the Chicago Region",981,2,"USA","Illinois","Animals, Crustaceans","Jack Rosalie , Reuben Keller","January, 2018",2018,"English","Other","USA"
"868","Illinois - Fossil Shark Egg Cases of the Mazon Creek Region",978,3,"USA","Illinois","Fossils","Jack Wittry","February, 2018",2018,"English","Other","USA"
"869","Illinois - Amphibians of the Chicago Wilderness Region",906,6,"USA","Ilinois","Animals, Amphibians","Mike Redmer , John Balaban, Karen Glennemeier , Laura Milkert ","February, 2018",2018,"English","Herp","USA"
"870","Hawaii - Native Spiders",872,5,"USA","Hawaii","Animals, Spiders and scorpions","Darko D. Cotoras","June, 2017",2017,"English","Other","USA"
"871","Illinois -- Common Frogs and Toads of the Southern Illinois Region",613,1,"USA","","Animals, Amphibians","Volunteer Stewardship Network","June, 2013",2013,"English","Herp","USA"
"872","Indiana - Amphibians and Reptiles of Logansport and Vicinity",590,1,"USA","","Animals, Amphibians, Reptiles","Alan Resetar","February, 2014",2014,"English","Herp","USA"
"873","Illinois -- Kankakee County - Common Species of Pembroke Township",578,4,"USA","","Animals, Amphibians, Birds, Insects, Reptiles, Plants, Shrubs and treelets, Terrestrial herbs, Trees","John Balaban, Erika Hasle, Rebecca Collings, Kim Roman","December, 2014",2014,"English","Herp","USA"
"874","Indiana -- Common Amphibians and Reptiles of Lake and Porter Counties",563,1,"USA","","Animals, Amphibians, Reptiles","Alan Resetar","February, 2014",2014,"English","Herp","USA"
"875","Illinois -- Common Spiders of the Chicago Region",390,6,"USA","","Animals, Spiders and scorpions","Jane and John Balaban, Rebecca Collings","",2012,"English","Other","USA"
"876","Illinois -- Freshwater Mussels of Chicago Wilderness",386,92,"USA","","Animals, Other invertebrates","Roger Klocek, Jim Bland, Laura Barghusen","",2011,"English","Other","USA"
"877","Illinois -- Amphibians and Reptiles of the Calumet Region",383,1,"USA","","Animals, Amphibians, Reptiles","Volunteer Stewardship Network, Chicago Wilderness","",2006,"English","Herp","USA"
"878","Illinois -- Common Frogs and Toads of the Chicago Region",382,1,"USA","","Animals, Amphibians","Volunteer Stewardship Network, Chicago Wilderness","",2006,"English","Herp","USA"
"879","North Carolina -- Common Lichens",343,1,"USA","","Lichens, Fungi and Lichens","Eimy Rivas Plata, Gary B. Perlmutter","",2011,"English","Fungi","USA"
"880","Maritime Province - Rubiaceae of Rabi Plot",889,3,"Gabon","Maritime Province","Plants","Diosdado Ekomo Nguema, Hervé Roland Memiaghe , Pulchérie Bissiengou , Etienne Mounoumoulossi , Alfonso Alonso,  David Kenfack","May, 2017",2017,"English","Plants","Gabon"
"881","Maritime Province - Ebenaceae of Rabi Plot",888,1,"Gabon","Maritime Province","Plants","Diosdado Ekomo Nguema, Hervé Roland Memiaghe , Pulchérie Bissiengou , Etienne Mounoumoulossi , Alfonso Alonso, David Kenfack","May, 2017",2017,"English","Plants","Gabon"
"882","Maritime Province - Birds of the Gamba Complex of Protected Areas",869,5,"Gabon","Maritime Province","Animals, Birds","Brian Schmidt, Christina Gebhard, Laundry Tchignoumba","March, 2017",2017,"English","Birds","Gabon"
"883","Maritime Province - Mammals of the Gamba Complex of Protected Areas",893,6,"Gabon","Maritime Province","Animals, Mammals","Hadrien Vanthomme, Angelique F. Todd, Landry Tchignoumba, Lisa Korte, Alfonso Alonso","May, 2017",2017,"English","Mammals","Gabon"
"884","Puerto Rico - Tree Ferns",846,3,"Puerto Rico","","Plants","Adrian Tejedor","March, 2017",2017,"English","Plants","Puerto Rico"
"885"," Rio Grande -- Seedlings of El Yunque Natural Forest",560,11,"Puerto Rico","","Plants, Seedlings","María Natalia Umaña, Roxanne Cruz-de Hoyos, Nathan G. Swenson","January, 2014",2014,"English","Plants","Puerto Rico"
"886","Maricao, Sabana Grande, San Germán municipalities -- Lichens of Maricao State Forest",703,2,"Puerto Rico","","Fungi and Lichens","Joel A. Mercado-Díaz, Robert Lücking","September, 2015",2015,"English","Fungi","Puerto Rico"
"887","Arecibo -- Lichens of Mata de Plátano Field Station",592,2,"Puerto Rico","","Fungi and Lichens, Lichens","Joel A. Mercado-Díaz , Robert Lücking","June, 2015",2015,"English","Fungi","Puerto Rico"
"888","Panama - Tree Ferns",845,10,"Panama","","Plants","Adrian Tejedor, Marcus Lehnert","March, 2017",2017,"English","Plants","Panama"
"889","Barro Colorado --  Selected Clades of Trees & Shrubs",559,20,"Panama","","Plants, Shrubs and treelets, Trees","Brian Sedio,  Robin Foster,  editors","May, 2014",2014,"English","Plants","Panama"
"890","Barro Colorado -- 50 Most Abundant Trees & Shrubs",558,13,"Panama","","Plants, Shrubs and treelets, Trees","Robin Foster,  Brian Sedio,  editors","May, 2014",2014,"English","Plants","Panama"
"891","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Panama"
"892","Bocas del Toro -- Changuinola Valley Epiphytes",412,18,"Panama","","Plants, Epiphytes","Stefan Laube, Lars Nauheimer, Glenda Mendieta-Leiva, Thomas Croat","",2008,"English","Plants","Panama"
"893","Bocas del Toro - Plants of Isla Colón",234,15,"Panama","Bocas del Toro","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin Foster,  Sune Holt,  Ute Knoerr","June, 2013",2013,"English","Plants","Panama"
"894","Bocas del Toro -- Isla Bastimentos - Plants",233,9,"Panama","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Robin Foster,  Sune Holt,  Ute Knoerr,  Rosemary Barraclough,  Edna Davion","June, 2013",2013,"English","Plants","Panama"
"895","Área del Canal -- Barro Colorado Palms",184,2,"Panama","","Shrubs and treelets, Trees, Plants, Plants","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","",2005,"English","Plants","Panama"
"896","Ericaceae of Costa Rica and Panama",178,8,"Costa Rica, Panama","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn, Maria Lucia Kawasaki","",2005,"English","Plants","Panama"
"897","Kuna Yala -- Coast Common Trees & Shrubs",173,12,"Panama","","Shrubs and treelets, Trees, Plants, Plants","Rutilio Paredes, Rolando Pérez, Robin B. Foster","",2005,"English","Plants","Panama"
"898","Kuna Yala -- Palms of Kuna Yala",168,4,"Panama","","Shrubs and treelets, Trees, Plants, Plants","Rutilio Paredes, Rolando Pérez, Robin B. Foster","",2005,"English","Plants","Panama"
"899","Chiriquí -- Conspicuous Plants of La Fortuna Reserve",150,2,"Panama","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Corine Vriesendorp, Robin B. Foster, Tyana Wachter, Laura Torres, Edna Davion, Rosemary Barraclough","",2003,"English","Plants","Panama"
"900","Chiriquí -- Common Plants of La Fortuna Reserve",149,10,"Panama","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Corine Vriesendorp, Robin B. Foster, Tyana Wachter, Laura Torres, Edna Davion, Rosemary Barraclough","",2003,"English","Plants","Panama"
"901","Área del Canal -- Barro Colorado Conspicuous Shrubs",26,2,"Panama","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","",2005,"English","Plants","Panama"
"902","Área del Canal -- Barro Colorado Conspicuous Climbers",25,2,"Panama","","Plants, Climbers","Robin B. Foster, Brenda Lin, Margaret R. Metz, Tyana Wachter","",1999,"English","Plants","Panama"
"903","Área del Canal -- Barro Colorado Conspicuous Herbs",24,2,"Panama","","Plants, Terrestrial herbs","Robin B. Foster, Brenda Lin, Margaret R. Metz, Tyana Wachter","",2005,"English","Plants","Panama"
"904","Área del Canal -- Barro Colorado genus Psychotria",22,2,"Panama","","Plants, Shrubs and treelets, Terrestrial herbs","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","",2005,"English","Plants","Panama"
"905","Área del Canal -- Barro Colorado Conspicuous Trees",21,2,"Panama","","Plants, Shrubs and treelets, Trees","Robin B. Foster, Rolando Pérez, Sálomon Aguilar, Tyana Wachter","",2005,"English","Plants","Panama"
"906","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Panama"
"907","Área del Canal -- Barro Colorado Common Animals",27,2,"Panama","","Animals, Amphibians, Birds, Insects, Mammals, Reptiles, Spiders and scorpions","Robin B. Foster","",2005,"English","Birds","Panama"
"908","Área del Canal -- Barro Colorado Common Animals",27,2,"Panama","","Animals, Amphibians, Birds, Insects, Mammals, Reptiles, Spiders and scorpions","Robin B. Foster","",2005,"English","Mammals","Panama"
"909","Achiote - Caterpillars of the Trogon Trail",926,5,"Panama","Achiote","Animals, Insects","Alfredo Lanuza-Garay","February, 2018",2018,"English","Insects","Panama"
"910","Área del Canal -- Barro Colorado Common Animals",27,2,"Panama","","Animals, Amphibians, Birds, Insects, Mammals, Reptiles, Spiders and scorpions","Robin B. Foster","",2005,"English","Insects","Panama"
"911","Barro Colorado - Spiders",873,2,"Panama","Barro Colorado","Animals, Spiders and scorpions","Ignacio Escalante, Darko D. Cotoras","June, 2017",2017,"English","Other","Panama"
"912","Área del Canal -- Barro Colorado Common Animals",27,2,"Panama","","Animals, Amphibians, Birds, Insects, Mammals, Reptiles, Spiders and scorpions","Robin B. Foster","",2005,"English","Herp","Panama"
"913","San José - Plants of Cloudbridge Nature Reserve",839,7,"Costa Rica","São José","Plants","Laura A. Antonaru","March, 2017",2017,"English","Plants","Costa Rica"
"914","Guanacaste - Flora Vascular of the Sabanas Miravalles",807,11,"Costa Rica","Guanacaste","Plants","José Esteban Jiménez","January, 2017",2017,"English","Plants","Costa Rica"
"915","Puntarenas - Moraceae of the Osa Peninsula",796,9,"Costa Rica","","Plants","Reinaldo Aguilar, Daniel Santamaría2","October, 2016",2016,"English","Plants","Costa Rica"
"916","Costa Rica & Panamá - Common Species of Calathea",526,5,"Costa Rica","","Plants","Helen Kennedy","October, 2016",2016,"English","Plants","Costa Rica"
